"Transfer ID","TitleID","Title","Transfer Type","Relevant Task","Donor Surface","Surface Type","Donor Surface Contamination","Surface Loading Cat","SurfLoadBIo","SurfLoadSolLiq","Contamination  Units","Time Since Application","TimeSinceAppCat","TimeSinceAppBIO","TimeSinceAppLiq","Receiver","Contact Surface Area","Applied Contact Pressure","Type of Contact","Duration of Contact","Number of Contacts","Number of contacts Cat","Moistness of hand","MoistCat","Efficiency type","Substance ID","Number of Observations","Transfer Efficiency","Range of Efficiencies","Standard Deviation","Transfer Efficiency Source","Notes"
769,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.03,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,63,1,162.5,NA,NA,1,"Assumes entire surface area of palm exposed."
770,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.06,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,63,1,2.9,NA,NA,1,"Assumes entire surface area of palm exposed."
771,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.13,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,62,1,13.2,NA,NA,1,"Assumes entire surface area of palm exposed."
772,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.13,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,62,1,22,NA,NA,1,"Assumes entire surface area of palm exposed."
773,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.14,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,62,1,13.4,NA,NA,1,"Assumes entire surface area of palm exposed."
774,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.07,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,61,1,95,NA,NA,1,"Assumes entire surface area of palm exposed."
775,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.07,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,61,1,11.9,NA,NA,1,"Assumes entire surface area of palm exposed."
776,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.16,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,61,1,1.7,NA,NA,1,"Assumes entire surface area of palm exposed."
777,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.1,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,63,1,18,NA,NA,1,"Assumes entire surface area of palm exposed."
778,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.1,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,63,1,9.8,NA,NA,1,"Assumes entire surface area of palm exposed."
779,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.13,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,63,1,13.3,NA,NA,1,"Assumes entire surface area of palm exposed."
780,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.15,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,62,1,2.8,NA,NA,1,"Assumes entire surface area of palm exposed."
781,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.15,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,62,1,2.6,NA,NA,1,"Assumes entire surface area of palm exposed."
782,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.08,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,62,1,3.2,NA,NA,1,"Assumes entire surface area of palm exposed."
783,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.02,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,61,1,63,NA,NA,1,"Assumes entire surface area of palm exposed."
784,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.02,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,61,1,27,NA,NA,1,"Assumes entire surface area of palm exposed."
785,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.04,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,61,1,14.6,NA,NA,1,"Assumes entire surface area of palm exposed."
786,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.33,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,63,1,92.5,NA,NA,1,"Assumes entire surface area of palm exposed."
787,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.33,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,63,1,19.2,NA,NA,1,"Assumes entire surface area of palm exposed."
788,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.14,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,63,1,71.4,NA,NA,1,"Assumes entire surface area of palm exposed."
789,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.06,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,62,1,46.9,NA,NA,1,"Assumes entire surface area of palm exposed."
790,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.06,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,62,1,24.5,NA,NA,1,"Assumes entire surface area of palm exposed."
791,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.08,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",137.7,0.52,1,5,1,"1","Dry","Dry",1,62,1,11.3,NA,NA,1,"Assumes entire surface area of palm exposed."
792,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.1,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,61,1,2.7,NA,NA,1,"Assumes entire surface area of palm exposed."
793,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.1,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,61,1,0.7,NA,NA,1,"Assumes entire surface area of palm exposed."
794,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.15,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,61,1,0.1,NA,NA,1,"Assumes entire surface area of palm exposed."
795,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.18,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,63,1,42.6,NA,NA,1,"Assumes entire surface area of palm exposed."
796,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.18,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,63,1,50.1,NA,NA,1,"Assumes entire surface area of palm exposed."
797,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.13,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,63,1,144.9,NA,NA,1,"Assumes entire surface area of palm exposed."
798,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.11,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,62,1,21.3,NA,NA,1,"Assumes entire surface area of palm exposed."
799,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.11,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,62,1,13.3,NA,NA,1,"Assumes entire surface area of palm exposed."
800,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.07,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,62,1,22.6,NA,NA,1,"Assumes entire surface area of palm exposed."
801,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",48.61,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,68,1,75.9,NA,NA,NA,NA
802,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.542,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,61,1,104.9,NA,NA,NA,NA
803,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",1.03,">1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,147.3,NA,NA,NA,NA
804,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.426,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,100.7,NA,NA,NA,NA
805,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",1.178,">1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,48.3,NA,NA,NA,NA
806,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.436,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,24.8,NA,NA,NA,NA
807,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.942,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,61,1,74.3,NA,NA,NA,NA
808,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",70.399,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,68,1,26.2,NA,NA,NA,NA
809,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.85,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,22.7,NA,NA,NA,NA
810,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.427,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,8.6,NA,NA,NA,NA
811,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.617,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,61,1,46.8,NA,NA,NA,NA
812,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",33.52,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,68,1,45,NA,NA,NA,NA
813,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.381,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,25.8,NA,NA,NA,NA
814,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.098,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,67,1,22,NA,NA,NA,NA
875,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Nitrile","Smooth",14.247,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,"0 - 60","Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,1,3,NA,NA,1,NA
876,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Cotton","Porous",0.602,"0.002 - 1",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,1,10.9,NA,NA,1,NA
877,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Cotton","Porous",28.495,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,"0 - 60","Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,1,14.7,NA,NA,1,NA
878,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Nitrile","Smooth",0.409,"0.002 - 1",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,1,30.8,NA,NA,1,NA
879,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Nitrile","Smooth",30.171,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,"0 - 60","Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,1,13.9,NA,NA,1,NA
880,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Cotton","Porous",2.044,">1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,1,7.7,NA,NA,1,NA
881,30,"Development of an Inadvertent Ingestion Exposure Model",6,"None","Cotton","Porous",30.171,">1 mg",NA,">1 mg","mg/cm2",0,"0 - 60",NA,"0 - 60","Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,1,2.8,NA,NA,1,NA
883,30,"Development of an Inadvertent Ingestion Exposure Model",5,"Putting on RPE","Hand","Skin",96.9699999999999,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,0.3,NA,NA,1,NA
884,30,"Development of an Inadvertent Ingestion Exposure Model",8,"Putting on RPE","RPE","Smooth",105.6,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,0.2,NA,NA,1,NA
885,30,"Development of an Inadvertent Ingestion Exposure Model",5,"Putting on RPE","Hand","Skin",96.4,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,0.3,NA,NA,1,NA
886,30,"Development of an Inadvertent Ingestion Exposure Model",8,"Putting on RPE","RPE","Smooth",101.12,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,1.2,NA,NA,1,NA
887,30,"Development of an Inadvertent Ingestion Exposure Model",5,"Putting on RPE","Hand","Skin",99.83,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,0.3,NA,NA,1,NA
888,30,"Development of an Inadvertent Ingestion Exposure Model",8,"Putting on RPE","RPE","Smooth",103.53,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,3,NA,NA,1,NA
889,30,"Development of an Inadvertent Ingestion Exposure Model",5,"Putting on RPE","Hand","Skin",99.2533333333333,">1 mg",NA,NA,"mg per object",NA,NA,NA,NA,"Perioral",NA,NA,4,5,10,">6","Dry","Dry",2,61,NA,0.2,NA,NA,1,NA
890,30,"Development of an Inadvertent Ingestion Exposure Model",8,"Putting on RPE","RPE","Smooth",95.5433333333332,">1 mg",NA,">1 mg","mg per object",NA,NA,NA,NA,"Perioral",40,NA,4,5,10,">6","Dry","Dry",2,61,NA,1.3,NA,NA,1,NA
815,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",0.65,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,61,1,52.8,NA,NA,NA,NA
816,30,"Development of an Inadvertent Ingestion Exposure Model",1,"None","Skin","Skin",16.7616,">1 mg",NA,">1 mg","mg/cm2",0,"0- 60",NA,NA,"Mouth",6,NA,1,5,1,"1","Dry","Dry",1,68,1,-110,NA,NA,NA,NA
817,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",2.378,">1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,NA,23.9,NA,NA,NA,NA
818,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",29.378,">1 mg",NA,">1 mg","mg/cm2",0,"0- 60",NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,NA,8.6,NA,NA,NA,NA
819,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.877,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,38.2,NA,NA,NA,NA
820,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.606,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,36.9,NA,NA,NA,NA
821,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",1.158,">1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,7.8,NA,NA,NA,NA
822,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.374,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,3.1,NA,NA,NA,NA
823,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.928,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,NA,16,NA,NA,NA,NA
824,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",27.657,">1 mg",NA,">1 mg","mg/cm2",0,"0- 60",NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,NA,6.1,NA,NA,NA,NA
825,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.331,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,6,NA,NA,NA,NA
826,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.308,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,12.4,NA,NA,NA,NA
827,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.641,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,NA,21.6,NA,NA,NA,NA
828,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",24.304,">1 mg",NA,">1 mg","mg/cm2",0,"0- 60",NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,NA,6.9,NA,NA,NA,NA
829,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.328,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,15.3,NA,NA,NA,NA
830,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.115,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,67,NA,18.9,NA,NA,NA,NA
831,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",0.665,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,61,NA,8.9,NA,NA,NA,NA
832,30,"Development of an Inadvertent Ingestion Exposure Model",5,"None ","Skin","Skin",19.276,">1 mg",NA,">1 mg","mg/cm2",0,"0- 60",NA,NA,"Perioral",12,NA,1,10,1,"1","Dry","Dry",1,68,NA,4.3,NA,NA,NA,NA
833,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.1708,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,61,NA,100,NA,NA,NA,NA
834,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.754,"0.002 - 1 mg",NA,"0.0002 - 0.002","mg/cm2",0,"0- 60",NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,68,NA,100,NA,NA,NA,NA
835,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.1005,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,67,NA,80.8,NA,NA,NA,NA
836,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.067,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,67,NA,51.5,NA,NA,NA,NA
837,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.0273,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,67,NA,8.3,NA,NA,NA,NA
838,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.0035,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,67,NA,30,NA,NA,NA,NA
839,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.0445,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,61,NA,84.3,NA,NA,NA,NA
840,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.503,"0.002 - 1 mg",NA,"0.0002 - 0.002","mg/cm2",0,"0- 60",NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,68,NA,100,NA,NA,NA,NA
841,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.006,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,67,NA,66.7,NA,NA,NA,NA
842,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.0115,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,67,NA,80.4,NA,NA,NA,NA
843,30,"Development of an Inadvertent Ingestion Exposure Model",10,"None","Skin","Skin",0.0415,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Mouth",40,NA,5,5,1,"1","Dry","Dry",1,61,NA,100,NA,NA,NA,NA
